"","Sample","OTU","Genus","Abundance"
"926","1337_217_S217_L001","ASV00012","Acinetobacter",1447
"927","1337_219_S219_L001","ASV00074","Colwellia",1403
"928","1337_212_S212_L001","ASV00025","Pseudophaeobacter",1370
"929","1337_214_S214_L001","ASV00002","Prochlorococcus MIT9313",1352
"930","1337_212_S212_L001","ASV00002","Prochlorococcus MIT9313",1117
"931","1337_214_S214_L001","ASV00025","Pseudophaeobacter",1089
"932","1337_212_S212_L001","ASV00003","Clade Ia",1008
"933","1337_214_S214_L001","ASV00009","Glaciecola",978
"934","1337_214_S214_L001","ASV00003","Clade Ia",828
"935","1337_216_S216_L001","ASV00001","Clade Ia",808
"936","1337_216_S216_L001","ASV00074","Colwellia",797
"937","1337_219_S219_L001","ASV00001","Clade Ia",783
"938","1337_216_S216_L001","ASV00004","Synechococcus CC9902",734
"939","1337_219_S219_L001","ASV00008","Shewanella",638
"940","1337_214_S214_L001","ASV00053","Colwellia",582
"941","1337_219_S219_L001","ASV00010","Shewanella",572
"942","1337_214_S214_L001","ASV00048","Colwellia",471
"943","1337_219_S219_L001","ASV00012","Acinetobacter",463
"944","1337_212_S212_L001","ASV00048","Colwellia",410
"945","1337_219_S219_L001","ASV00003","Clade Ia",406
"946","1337_212_S212_L001","ASV00053","Colwellia",384
"947","1337_216_S216_L001","ASV00003","Clade Ia",357
"948","1337_217_S217_L001","ASV00074","Colwellia",327
"949","1337_219_S219_L001","ASV00004","Synechococcus CC9902",254
"950","1337_219_S219_L001","ASV00025","Pseudophaeobacter",249
"951","1337_217_S217_L001","ASV00001","Clade Ia",181
"952","1337_216_S216_L001","ASV00008","Shewanella",177
"953","1337_217_S217_L001","ASV00004","Synechococcus CC9902",174
"954","1337_219_S219_L001","ASV00048","Colwellia",172
"955","1337_216_S216_L001","ASV00012","Acinetobacter",148
"956","1337_216_S216_L001","ASV00002","Prochlorococcus MIT9313",147
"957","1337_214_S214_L001","ASV00074","Colwellia",145
"958","1337_217_S217_L001","ASV00003","Clade Ia",130
"959","1337_217_S217_L001","ASV00048","Colwellia",128
"960","1337_216_S216_L001","ASV00010","Shewanella",120
"961","1337_217_S217_L001","ASV00025","Pseudophaeobacter",104
"962","1337_219_S219_L001","ASV00029","Oceaniserpentilla",80
"963","1337_219_S219_L001","ASV00002","Prochlorococcus MIT9313",77
"964","1337_219_S219_L001","ASV00053","Colwellia",77
"965","1337_213_S213_L001","ASV00008","Shewanella",71
"966","1337_213_S213_L001","ASV00010","Shewanella",60
"967","1337_217_S217_L001","ASV00053","Colwellia",57
"968","1337_212_S212_L001","ASV00008","Shewanella",53
"969","1337_212_S212_L001","ASV00074","Colwellia",51
"970","1337_216_S216_L001","ASV00009","Glaciecola",47
"971","1337_214_S214_L001","ASV00008","Shewanella",41
"972","1337_217_S217_L001","ASV00029","Oceaniserpentilla",41
"973","1337_212_S212_L001","ASV00012","Acinetobacter",39
"974","1337_212_S212_L001","ASV00010","Shewanella",37
"975","1337_217_S217_L001","ASV00002","Prochlorococcus MIT9313",37
"976","1337_214_S214_L001","ASV00010","Shewanella",35
"977","1337_213_S213_L001","ASV00012","Acinetobacter",26
"978","1337_214_S214_L001","ASV00012","Acinetobacter",26
"979","1337_213_S213_L001","ASV00048","Colwellia",24
"980","1337_219_S219_L001","ASV00009","Glaciecola",19
"981","1337_213_S213_L001","ASV00074","Colwellia",15
"982","1337_213_S213_L001","ASV00009","Glaciecola",0
"983","1337_213_S213_L001","ASV00025","Pseudophaeobacter",0
"984","1337_213_S213_L001","ASV00029","Oceaniserpentilla",0
"985","1337_213_S213_L001","ASV00053","Colwellia",0
"986","1337_217_S217_L001","ASV00009","Glaciecola",0
"987","1337_218_S218_L001","ASV00001","Clade Ia",0
"988","1337_218_S218_L001","ASV00002","Prochlorococcus MIT9313",0
"989","1337_218_S218_L001","ASV00003","Clade Ia",0
"990","1337_218_S218_L001","ASV00004","Synechococcus CC9902",0
"991","1337_218_S218_L001","ASV00008","Shewanella",0
"992","1337_218_S218_L001","ASV00009","Glaciecola",0
"993","1337_218_S218_L001","ASV00010","Shewanella",0
"994","1337_218_S218_L001","ASV00012","Acinetobacter",0
"995","1337_218_S218_L001","ASV00025","Pseudophaeobacter",0
"996","1337_218_S218_L001","ASV00029","Oceaniserpentilla",0
"997","1337_218_S218_L001","ASV00048","Colwellia",0
"998","1337_218_S218_L001","ASV00053","Colwellia",0
"999","1337_218_S218_L001","ASV00074","Colwellia",0
"1000","1337_238_S238_L001","ASV00009","Glaciecola",19787
"1001","1337_243_S243_L001","ASV00014","Alteromonas",19763
"1002","1337_243_S243_L001","ASV00013","Alteromonas",19544
"1003","1337_243_S243_L001","ASV00031","Alteromonas",10043
"1004","1337_237_S237_L001","ASV00043","Pseudoalteromonas",5733
"1005","1337_238_S238_L001","ASV00040","Marinomonas",4395
"1006","1337_242_S242_L001","ASV00040","Marinomonas",4032
"1007","1337_240_S240_L001","ASV00040","Marinomonas",4024
"1008","1337_240_S240_L001","ASV00025","Pseudophaeobacter",3882
"1009","1337_237_S237_L001","ASV00040","Marinomonas",3410
"1010","1337_237_S237_L001","ASV00009","Glaciecola",2895
"1011","1337_242_S242_L001","ASV00025","Pseudophaeobacter",2659
"1012","1337_240_S240_L001","ASV00074","Colwellia",2089
"1013","1337_240_S240_L001","ASV00043","Pseudoalteromonas",1928
"1014","1337_242_S242_L001","ASV00074","Colwellia",1916
"1015","1337_237_S237_L001","ASV00025","Pseudophaeobacter",1748
"1016","1337_238_S238_L001","ASV00068","Glaciecola",1739
"1017","1337_242_S242_L001","ASV00009","Glaciecola",819
"1018","1337_238_S238_L001","ASV00025","Pseudophaeobacter",658
"1019","1337_238_S238_L001","ASV00043","Pseudoalteromonas",595
"1020","1337_242_S242_L001","ASV00043","Pseudoalteromonas",516
"1021","1337_237_S237_L001","ASV00001","Clade Ia",447
"1022","1337_238_S238_L001","ASV00001","Clade Ia",387
"1023","1337_237_S237_L001","ASV00074","Colwellia",373
"1024","1337_238_S238_L001","ASV00002","Prochlorococcus MIT9313",291
"1025","1337_237_S237_L001","ASV00002","Prochlorococcus MIT9313",276
"1026","1337_237_S237_L001","ASV00003","Clade Ia",191
"1027","1337_239_S239_L001","ASV00043","Pseudoalteromonas",156
"1028","1337_237_S237_L001","ASV00068","Glaciecola",145
"1029","1337_238_S238_L001","ASV00003","Clade Ia",145
"1030","1337_239_S239_L001","ASV00009","Glaciecola",111
"1031","1337_239_S239_L001","ASV00040","Marinomonas",95
"1032","1337_238_S238_L001","ASV00074","Colwellia",80
"1033","1337_240_S240_L001","ASV00001","Clade Ia",77
"1034","1337_240_S240_L001","ASV00009","Glaciecola",47
"1035","1337_242_S242_L001","ASV00068","Glaciecola",46
"1036","1337_242_S242_L001","ASV00002","Prochlorococcus MIT9313",45
"1037","1337_242_S242_L001","ASV00001","Clade Ia",44
"1038","1337_239_S239_L001","ASV00001","Clade Ia",38
"1039","1337_239_S239_L001","ASV00025","Pseudophaeobacter",32
"1040","1337_239_S239_L001","ASV00074","Colwellia",22
"1041","1337_242_S242_L001","ASV00003","Clade Ia",19
"1042","1337_240_S240_L001","ASV00013","Alteromonas",18
"1043","1337_237_S237_L001","ASV00013","Alteromonas",10
"1044","1337_237_S237_L001","ASV00031","Alteromonas",7
"1045","1337_240_S240_L001","ASV00014","Alteromonas",5
"1046","1337_237_S237_L001","ASV00014","Alteromonas",3
"1047","1337_236_S236_L001","ASV00001","Clade Ia",0
"1048","1337_236_S236_L001","ASV00002","Prochlorococcus MIT9313",0
"1049","1337_236_S236_L001","ASV00003","Clade Ia",0
"1050","1337_236_S236_L001","ASV00009","Glaciecola",0
"1051","1337_236_S236_L001","ASV00013","Alteromonas",0
"1052","1337_236_S236_L001","ASV00014","Alteromonas",0
"1053","1337_236_S236_L001","ASV00025","Pseudophaeobacter",0
"1054","1337_236_S236_L001","ASV00031","Alteromonas",0
"1055","1337_236_S236_L001","ASV00040","Marinomonas",0
"1056","1337_236_S236_L001","ASV00043","Pseudoalteromonas",0
"1057","1337_236_S236_L001","ASV00068","Glaciecola",0
"1058","1337_236_S236_L001","ASV00074","Colwellia",0
"1059","1337_238_S238_L001","ASV00013","Alteromonas",0
"1060","1337_238_S238_L001","ASV00014","Alteromonas",0
"1061","1337_238_S238_L001","ASV00031","Alteromonas",0
"1062","1337_239_S239_L001","ASV00002","Prochlorococcus MIT9313",0
"1063","1337_239_S239_L001","ASV00003","Clade Ia",0
"1064","1337_239_S239_L001","ASV00013","Alteromonas",0
"1065","1337_239_S239_L001","ASV00014","Alteromonas",0
"1066","1337_239_S239_L001","ASV00031","Alteromonas",0
"1067","1337_239_S239_L001","ASV00068","Glaciecola",0
"1068","1337_240_S240_L001","ASV00002","Prochlorococcus MIT9313",0
"1069","1337_240_S240_L001","ASV00003","Clade Ia",0
"1070","1337_240_S240_L001","ASV00031","Alteromonas",0
"1071","1337_240_S240_L001","ASV00068","Glaciecola",0
"1072","1337_242_S242_L001","ASV00013","Alteromonas",0
"1073","1337_242_S242_L001","ASV00014","Alteromonas",0
"1074","1337_242_S242_L001","ASV00031","Alteromonas",0
"1075","1337_243_S243_L001","ASV00001","Clade Ia",0
"1076","1337_243_S243_L001","ASV00002","Prochlorococcus MIT9313",0
"1077","1337_243_S243_L001","ASV00003","Clade Ia",0
"1078","1337_243_S243_L001","ASV00009","Glaciecola",0
"1079","1337_243_S243_L001","ASV00025","Pseudophaeobacter",0
"1080","1337_243_S243_L001","ASV00040","Marinomonas",0
"1081","1337_243_S243_L001","ASV00043","Pseudoalteromonas",0
"1082","1337_243_S243_L001","ASV00068","Glaciecola",0
"1083","1337_243_S243_L001","ASV00074","Colwellia",0
"1084","1337_211_S211_L001","ASV00008","Shewanella",4536
"1085","1337_211_S211_L001","ASV00010","Shewanella",3528
"1086","1337_206_S206_L001","ASV00001","Clade Ia",3456
"1087","1337_208_S208_L001","ASV00001","Clade Ia",3131
"1088","1337_207_S207_L001","ASV00001","Clade Ia",3031
"1089","1337_208_S208_L001","ASV00036","Synechococcus CC9902",2864
"1090","1337_207_S207_L001","ASV00004","Synechococcus CC9902",2434
"1091","1337_211_S211_L001","ASV00012","Acinetobacter",2381
"1092","1337_210_S210_L001","ASV00008","Shewanella",2251
"1093","1337_206_S206_L001","ASV00004","Synechococcus CC9902",2224
"1094","1337_206_S206_L001","ASV00006","Clade Ia",2183
"1095","1337_210_S210_L001","ASV00010","Shewanella",2039
"1096","1337_208_S208_L001","ASV00006","Clade Ia",1910
"1097","1337_207_S207_L001","ASV00006","Clade Ia",1881
"1098","1337_209_S209_L001","ASV00008","Shewanella",1792
"1099","1337_207_S207_L001","ASV00036","Synechococcus CC9902",1767
"1100","1337_206_S206_L001","ASV00036","Synechococcus CC9902",1609
"1101","1337_210_S210_L001","ASV00012","Acinetobacter",1422
"1102","1337_209_S209_L001","ASV00010","Shewanella",1321
"1103","1337_208_S208_L001","ASV00004","Synechococcus CC9902",1307
"1104","1337_207_S207_L001","ASV00008","Shewanella",885
"1105","1337_208_S208_L001","ASV00008","Shewanella",883
"1106","1337_208_S208_L001","ASV00010","Shewanella",868
"1107","1337_209_S209_L001","ASV00012","Acinetobacter",831
"1108","1337_207_S207_L001","ASV00010","Shewanella",760
"1109","1337_208_S208_L001","ASV00012","Acinetobacter",620
"1110","1337_207_S207_L001","ASV00012","Acinetobacter",544
"1111","1337_206_S206_L001","ASV00008","Shewanella",530
"1112","1337_210_S210_L001","ASV00006","Clade Ia",469
"1113","1337_206_S206_L001","ASV00010","Shewanella",432
"1114","1337_209_S209_L001","ASV00006","Clade Ia",375
"1115","1337_211_S211_L001","ASV00001","Clade Ia",350
"1116","1337_210_S210_L001","ASV00001","Clade Ia",342
"1117","1337_209_S209_L001","ASV00001","Clade Ia",295
"1118","1337_206_S206_L001","ASV00012","Acinetobacter",261
"1119","1337_211_S211_L001","ASV00006","Clade Ia",222
"1120","1337_211_S211_L001","ASV00036","Synechococcus CC9902",132
"1121","1337_210_S210_L001","ASV00004","Synechococcus CC9902",81
"1122","1337_211_S211_L001","ASV00004","Synechococcus CC9902",75
"1123","1337_209_S209_L001","ASV00004","Synechococcus CC9902",71
"1124","1337_210_S210_L001","ASV00036","Synechococcus CC9902",64
"1125","1337_209_S209_L001","ASV00036","Synechococcus CC9902",0
